DOI,publicationDate,publisher,subject
doi:10.7910/DVN/VHNONI,2018,jop,Social Sciences
doi:10.7910/DVN/LVGYYW,2018,vec,Medicine; Health and Life Sciences
doi:10.7910/DVN/VELJKG,2019,qje,Social Sciences
doi:10.7910/DVN/CC8VFT,2018,perspectives,Social Sciences
doi:10.7910/DVN/INR9AQ,2018,PSRM,Social Sciences
doi:10.7910/DVN/1JNPUA,2018,restat,Social Sciences
doi:10.7910/DVN/GUAFU0,2020,kpeyton,Medicine; Health and Life Sciences
doi:10.7910/DVN/J7WNTM,2018,BJPolS,Social Sciences
doi:10.7910/DVN/PJTOCG,2018,harvard,Social Sciences
doi:10.7910/DVN/HJZSIM,2019,zucco,Social Sciences
doi:10.7910/DVN/NHKKE2,2020,harvard,Social Sciences
doi:10.7910/DVN/3DPSFR,2017,harvard,Social Sciences
doi:10.7910/DVN/4VAHBW,2017,zhukov,Social Sciences
doi:10.7910/DVN/FR4HOU,2019,lsq,Social Sciences
doi:10.7910/DVN/XYUWYJ,2018,ajps,Social Sciences
doi:10.7910/DVN/MPQQC0,2017,ajps,Social Sciences
doi:10.7910/DVN/KJVJUW,2018,internationalinteractions,Social Sciences
doi:10.7910/DVN/MSTR3F,2016,jop,Social Sciences
doi:10.7910/DVN/5KM8VO,2018,xps,Social Sciences
doi:10.7910/DVN/KH9N7W,2020,ajps,Social Sciences
doi:10.7910/DVN/0UDCQC,2016,heireport_casestudy2,Earth and Environmental Sciences;Mathematical Sciences;Medicine; Health and Life Sciences
doi:10.7910/DVN/Z1REHB,2019,harvard,Social Sciences
doi:10.7910/DVN/EMLHCT,2017,isq,Social Sciences
doi:10.7910/DVN/JL9UUK,2017,chanret,Law;Social Sciences
doi:10.7910/DVN/MLH2FY,2017,jop,Social Sciences
doi:10.7910/DVN/WP7ETR,2017,polbehavior,Social Sciences
doi:10.7910/DVN/TX160A,2016,FPA,Social Sciences
doi:10.7910/DVN/SSEN5A,2019,ajps,Social Sciences
doi:10.7910/DVN/SVAONZ,2019,pan,Social Sciences
doi:10.7910/DVN/92GMLB,2016,pan,Social Sciences
doi:10.7910/DVN/SCFL3L,2019,harvard,Social Sciences
doi:10.7910/DVN/BEQRZC,2017,polbehavior,Social Sciences
doi:10.7910/DVN/MUPGQM,2019,PSRM,Social Sciences
doi:10.7910/DVN/YDGVJ4,2020,harvard,Social Sciences
doi:10.7910/DVN/CUBQSN,2017,mattblackwell,Social Sciences
doi:10.7910/DVN/RPHJBO,2016,harvard,Social Sciences
doi:10.7910/DVN/PG5FA9,2015,Gehlbach,Social Sciences
doi:10.7910/DVN/FQEMZU,2018,economics,Social Sciences
doi:10.7910/DVN/EY2I6M,2017,the_review,Social Sciences
doi:10.7910/DVN/CEJSVJ,2017,jop,Social Sciences
doi:10.7910/DVN/ZQEEHO,2019,yioryos-nardis,Social Sciences
doi:10.7910/DVN/7ROIBN,2018,seconlab,Computer and Information Science
doi:10.7910/DVN/IKDTPZ,2019,harvard,Social Sciences
doi:10.7910/DVN/O3ETO9,2019,galdinont,Social Sciences
doi:10.7910/DVN/MUYFH1,2017,BJPolS,Social Sciences
doi:10.7910/DVN/IJEWYV,2018,polbehavior,Social Sciences
doi:10.7910/DVN/ADIFOV,2020,pan,Social Sciences
doi:10.7910/DVN/8N79E6,2018,internationalinteractions,Social Sciences
doi:10.7910/DVN/LP1F7C,2018,isq,Social Sciences
doi:10.7910/DVN/3RF1X0,2019,BJPolS,Social Sciences
doi:10.7910/DVN/D6HU1J,2016,pan,Social Sciences
doi:10.7910/DVN/NEAG2L,2019,BJPolS,Social Sciences
doi:10.7910/DVN/OABGY2,2019,harvard,Social Sciences
doi:10.7910/DVN/HJ10XP,2019,harvard,Social Sciences
doi:10.7910/DVN/NZQIWM,2015,fsolt,Social Sciences
doi:10.7910/DVN/1SBYFJ,2018,PSRM,Social Sciences
doi:10.7910/DVN/KGHEU4,2018,jop,Social Sciences
doi:10.7910/DVN/O1DKBV,2018,harvard,Social Sciences
doi:10.7910/DVN/E0LSH2,2019,harvard,Arts and Humanities;Computer and Information Science;Law;Mathematical Sciences;Social Sciences
doi:10.7910/DVN/WONDKB,2017,LeeHannah,Social Sciences
doi:10.7910/DVN/LNPAOC,2017,jop,Social Sciences
doi:10.7910/DVN/6PJDLG,2018,highplainsdrought,Earth and Environmental Sciences
doi:10.7910/DVN/C6QTF2,2017,harvard,Social Sciences
doi:10.7910/DVN/QOL1UK,2019,borbademiranda,Social Sciences
doi:10.7910/DVN/EDGRDC,2016,jop,Social Sciences
doi:10.7910/DVN/CFTMK2,2019,the_review,Social Sciences
doi:10.7910/DVN/OCI9KN,2018,montag,Law;Social Sciences
doi:10.7910/DVN/LBRAFG,2019,dalstonward,Social Sciences
doi:10.7910/DVN/K6PRPG,2018,PSRM,Social Sciences
doi:10.7910/DVN/BT7OZQ,2017,PSRM,Social Sciences
doi:10.7910/DVN/J4MKWF,2019,kbanda,Social Sciences
doi:10.7910/DVN/COZDRV,2016,ktmccabetmccabemkt,Social Sciences
doi:10.7910/DVN/EZSJ1S,2018,ajps,Social Sciences
doi:10.7910/DVN/THXYMC,2017,BJPolS,Social Sciences
doi:10.7910/DVN/3IWTGB,2018,pan,Social Sciences
doi:10.7910/DVN/ZFQMCP,2018,jop,Social Sciences
doi:10.7910/DVN/JXGZKX,2019,IOJ,Social Sciences
doi:10.7910/DVN/Z7H44N,2017,PSRM,Social Sciences
doi:10.7910/DVN/YIEAF1,2019,PSRM,Social Sciences
doi:10.7910/DVN/RTJ02G,2019,perspectives,Social Sciences
doi:10.7910/DVN/SREUHV,2016,internationalinteractions,Social Sciences
doi:10.7910/DVN/MYF97D,2020,the_review,Social Sciences
doi:10.7910/DVN/UFZTYU,2019,jop,Social Sciences
doi:10.7910/DVN/CPVIOF,2019,ajps,Social Sciences
doi:10.7910/DVN/ONSPYO,2018,lsq,Social Sciences
doi:10.7910/DVN/5UZF0X,2018,economics,Social Sciences
doi:10.7910/DVN/BCQM3Y,2016,pan,Social Sciences
doi:10.7910/DVN/FAB3FE,2016,BJPolS,Social Sciences
doi:10.7910/DVN/S1IJEG,2016,bk,Social Sciences
doi:10.7910/DVN/BPON3K,2017,ajps,Social Sciences
doi:10.7910/DVN/UODSVV,2019,researchandpolitics,Social Sciences
doi:10.7910/DVN/QTBTB1,2020,researchandpolitics,Social Sciences
doi:10.7910/DVN/RWIHSL,2019,harvard,Social Sciences
doi:10.7910/DVN/LUOZJL,2019,harvard,Computer and Information Science;Social Sciences
doi:10.7910/DVN/1ANAKP,2020,monogan,Earth and Environmental Sciences;Social Sciences
doi:10.7910/DVN/JPE2BY,2019,replication_studies,Medicine; Health and Life Sciences
doi:10.7910/DVN/Q02JJQ,2019,harvard,Computer and Information Science;Social Sciences
doi:10.7910/DVN/G4SZXG,2016,FPA,Social Sciences
doi:10.7910/DVN/9M6EHS,2020,harvard,Agricultural Sciences;Earth and Environmental Sciences;Social Sciences
doi:10.7910/DVN/FEP8O2,2016,jop,Social Sciences
doi:10.7910/DVN/U8NMJZ,2017,BJPolS,Social Sciences
doi:10.7910/DVN/SVY5VF,2016,pan,Social Sciences
doi:10.7910/DVN/IUG9LC,2018,BJPolS,Social Sciences
doi:10.7910/DVN/5QA9YS,2017,CJFariss,Social Sciences
doi:10.7910/DVN/GOGH2L,2019,BJPolS,Social Sciences
doi:10.7910/DVN/PIV1KX,2019,pan,Social Sciences
doi:10.7910/DVN/0XEUCP,2017,jop,Social Sciences
doi:10.7910/DVN/BNAEDJ,2016,harvard,Social Sciences
doi:10.7910/DVN/PLXNE3,2020,harvard,Social Sciences
doi:10.7910/DVN/MCV1LU,2018,polbehavior,Social Sciences
doi:10.7910/DVN/YM7IWP,2016,fbailo,Social Sciences
doi:10.7910/DVN/XRBKEY,2019,trabalho_davi,Social Sciences
doi:10.7910/DVN/W2YELC,2019,harvard,Social Sciences
doi:10.7910/DVN/SKGWTS,2017,pan,Social Sciences
doi:10.7910/DVN/VNZWPQ,2016,heireport_casestudy2,Earth and Environmental Sciences;Mathematical Sciences;Medicine; Health and Life Sciences
doi:10.7910/DVN/PC6CQC,2019,PSRM,Social Sciences
doi:10.7910/DVN/SLPNTI,2019,harvard,Social Sciences
doi:10.7910/DVN/WQRZHS,2019,researchandpolitics,Social Sciences
doi:10.7910/DVN/BBVSBU,2018,ipsr-risp,Social Sciences
doi:10.7910/DVN/Q90FOB,2020,Braumoeller,Social Sciences
doi:10.7910/DVN/RFECVH,2019,ajps,Social Sciences
doi:10.7910/DVN/JJB3QT,2019,tboas,Social Sciences
doi:10.7910/DVN/YLW1AZ,2020,harvard,Social Sciences
doi:10.7910/DVN/CGH7BR,2015,jtchatagnier,Social Sciences
doi:10.7910/DVN/NDJFNZ,2018,vec,Medicine; Health and Life Sciences
doi:10.7910/DVN/Q8CSU8,2016,ajps,Social Sciences
doi:10.7910/DVN/RJAUNW,2016,ajps,Social Sciences
doi:10.7910/DVN/SIUWVJ,2018,gov2001,Social Sciences
doi:10.7910/DVN/IM4UE3,2018,isq,Social Sciences
doi:10.7910/DVN/3ZLC8E,2016,HistPat,Social Sciences
doi:10.7910/DVN/BKN5EJ,2020,harvard,Social Sciences
doi:10.7910/DVN/XONPX2,2018,jop,Social Sciences
doi:10.7910/DVN/LG2RLS,2020,jhr,Social Sciences
doi:10.7910/DVN/8E1IIM,2019,xps,Social Sciences
doi:10.7910/DVN/9QUMY3,2020,ajps,Social Sciences
doi:10.7910/DVN/RXDTTS,2017,isq,Social Sciences
doi:10.7910/DVN/AGRX5U,2017,polbehavior,Social Sciences
doi:10.7910/DVN/JPYYLA,2019,monogan,Social Sciences
doi:10.7910/DVN/G3WF1H,2016,internationalinteractions,Social Sciences
doi:10.7910/DVN/QUGW8V,2020,culturalanalytics,Arts and Humanities;Social Sciences
doi:10.7910/DVN/SDGTMU,2018,PSRM,Social Sciences
doi:10.7910/DVN/CLOTQP,2019,lsq,Social Sciences
doi:10.7910/DVN/INCJ3I,2020,harvard,Social Sciences
doi:10.7910/DVN/SIGIAU,2018,bstewart,Social Sciences
doi:10.7910/DVN/0FXKKX,2019,harvard,Social Sciences
doi:10.7910/DVN/CSX1VL,2019,PSRM,Social Sciences
doi:10.7910/DVN/B075NQ,2017,harvard,Social Sciences
doi:10.7910/DVN/3YCVOF,2016,BJPolS,Social Sciences
doi:10.7910/DVN/PFSCIY,2019,perspectives,Social Sciences
doi:10.7910/DVN/UVTZZV,2018,internationalinteractions,Social Sciences
doi:10.7910/DVN/7K3RJC,2019,patrickbayer,Social Sciences
doi:10.7910/DVN/ZBTIIK,2017,harvard,Social Sciences
doi:10.7910/DVN/GTSXC1,2016,pan,Social Sciences
doi:10.7910/DVN/QYUBN2,2018,bittleston,Medicine; Health and Life Sciences
doi:10.7910/DVN/NZJXDB,2017,harvard,Social Sciences
doi:10.7910/DVN/CDFEGV,2017,jop,Social Sciences
doi:10.7910/DVN/CV9AYE,2017,jop,Social Sciences
doi:10.7910/DVN/YIVU1L,2015,harvard,Social Sciences
doi:10.7910/DVN/BZ5BLZ,2016,PSRM,Social Sciences
doi:10.7910/DVN/HTMX3K,2020,ajps,Mathematical Sciences;Social Sciences
doi:10.7910/DVN/W2CXVU,2019,harvard,Social Sciences
doi:10.7910/DVN/JM0QLY,2020,harvard,Agricultural Sciences
doi:10.7910/DVN/X1TGCJ,2017,BJPolS,Social Sciences
doi:10.7910/DVN/2JCJLX,2018,polbehavior,Social Sciences
doi:10.7910/DVN/DQCFUN,2019,jop,Social Sciences
doi:10.7910/DVN/GITJQ4,2017,cycdennis,Earth and Environmental Sciences;Social Sciences
doi:10.7910/DVN/ZQBVJ0,2020,harvard,Social Sciences
doi:10.7910/DVN/2E2M9Z,2018,ajps,Business and Management;Social Sciences
doi:10.7910/DVN/DIIQF7,2016,polbehavior,Social Sciences
doi:10.7910/DVN/XZEI7M,2019,harvard,Social Sciences
doi:10.7910/DVN/AE5BPK,2017,jop,Social Sciences
doi:10.7910/DVN/SUS2KV,2017,polbehavior,Social Sciences
doi:10.7910/DVN/3Q79C3,2019,NickDietrich,Social Sciences
doi:10.7910/DVN/CRLKIF,2016,pan,Social Sciences
doi:10.7910/DVN/2XP8YF,2016,ajps,Social Sciences
doi:10.7910/DVN/DH1IUI,2015,pan,Social Sciences
doi:10.7910/DVN/TPGPCR,2018,the_review,Social Sciences
doi:10.7910/DVN/DOHYPR,2018,tylerreny,Social Sciences
doi:10.7910/DVN/WCTILJ,2020,harvard,Business and Management;Social Sciences
doi:10.7910/DVN/MUDDIH,2019,PSRM,Social Sciences
doi:10.7910/DVN/OZEQ77,2019,PSRM,Social Sciences
doi:10.7910/DVN/MP1NSJ,2017,jop,Social Sciences
doi:10.7910/DVN/M5QYVV,2017,governator,Social Sciences
doi:10.7910/DVN/VXCUOU,2016,PSRM,Social Sciences
doi:10.7910/DVN/VTUSLV,2018,the_review,Social Sciences
doi:10.7910/DVN/FB0R8A,2016,matanock,Social Sciences
doi:10.7910/DVN/OMJYE5,2016,pan,Social Sciences
doi:10.7910/DVN/SZODIL,2018,harvard,Social Sciences
doi:10.7910/DVN/UT25HQ,2020,jop,Social Sciences
doi:10.7910/DVN/DXDQV3,2017,pan,Social Sciences
doi:10.7910/DVN/EEFBL5,2018,fbailo,Social Sciences
doi:10.7910/DVN/U42CYV,2016,bk,Social Sciences
doi:10.7910/DVN/4FEJZ3,2017,brmr,Social Sciences
doi:10.7910/DVN/XQ9RJT,2018,jop,Social Sciences
doi:10.7910/DVN/KSSFDI,2020,harvard,Social Sciences
doi:10.7910/DVN/WCXK3Z,2015,smapp,Social Sciences
doi:10.7910/DVN/XC4E1I,2019,world-politics,Social Sciences
doi:10.7910/DVN/NGGAQ5,2019,txtlab,Arts and Humanities
doi:10.7910/DVN/7LUZS5,2016,zsqac,Social Sciences
doi:10.7910/DVN/HNFYY0,2017,harvard,Social Sciences
doi:10.7910/DVN/RFRIEV,2019,harvard,Social Sciences
doi:10.7910/DVN/5DYMJL,2018,harvard,Social Sciences
doi:10.7910/DVN/SK8AGA,2015,jop,Social Sciences
doi:10.7910/DVN/GOB7NW,2019,JAERE,Social Sciences
doi:10.7910/DVN/WT4I9N,2015,harvard,Social Sciences
doi:10.7910/DVN/52UGJT,2017,pan,Social Sciences
doi:10.7910/DVN/C8AMXR,2018,harvard,Social Sciences
doi:10.7910/DVN/X5C2T4,2019,harvard,Social Sciences
doi:10.7910/DVN/J6SEGJ,2019,perspectives,Social Sciences
doi:10.7910/DVN/L2OZPI,2018,BJPolS,Social Sciences
doi:10.7910/DVN/XVCKRS,2020,harvard,Computer and Information Science;Social Sciences
doi:10.7910/DVN/8R3LTP,2018,ajps,Social Sciences
doi:10.7910/DVN/KD4MXV,2015,pan,Social Sciences
doi:10.7910/DVN/2FM7Z3,2018,jlc,Social Sciences
doi:10.7910/DVN/KERZQY,2018,txtlab,Arts and Humanities;Computer and Information Science
doi:10.7910/DVN/GZH5L9,2020,harvard,Social Sciences
doi:10.7910/DVN/W1YJZQ,2015,ajps,Social Sciences
doi:10.7910/DVN/VWDGHT,2019,qje,Social Sciences
doi:10.7910/DVN/VEZQVS,2016,beber,Social Sciences
doi:10.7910/DVN/G9NOQO,2016,bullock,Social Sciences
doi:10.7910/DVN/F32IWX,2018,harvard,Law;Social Sciences
doi:10.7910/DVN/U23L09,2018,polbehavior,Social Sciences
doi:10.7910/DVN/I8YHPT,2018,tpmnewsletter,Social Sciences
doi:10.7910/DVN/2PNZNU,2018,Schoonvelde,Social Sciences
doi:10.7910/DVN/CECD9V,2018,lorenabarberia,Social Sciences
doi:10.7910/DVN/3QNR8Q,2018,jop,Social Sciences
doi:10.7910/DVN/YTZZIT,2018,xps,Social Sciences
doi:10.7910/DVN/JIEWR3,2016,pan,Social Sciences
doi:10.7910/DVN/RRBQAU,2017,polbehavior,Social Sciences
doi:10.7910/DVN/EMK9FB,2018,isq,Social Sciences
doi:10.7910/DVN/N2I9LC,2015,pan,Social Sciences
doi:10.7910/DVN/MRBUP1,2017,BJPolS,Social Sciences
doi:10.7910/DVN/Z02C8Y,2019,researchandpolitics,Social Sciences
doi:10.7910/DVN/REUOXC,2018,qje,Social Sciences
doi:10.7910/DVN/PAO1LI,2016,matthewjdenny,Social Sciences
doi:10.7910/DVN/VSVBTP,2019,ajps,Social Sciences
doi:10.7910/DVN/LAUVGR,2018,harvard,Social Sciences
doi:10.7910/DVN/9Q5DFZ,2020,harvard,Social Sciences
doi:10.7910/DVN/IGLWYD,2018,isq,Social Sciences
doi:10.7910/DVN/HKURUI,2016,jop,Social Sciences
doi:10.7910/DVN/EVM78E,2018,LPGCleanCook_JEPO,Social Sciences
doi:10.7910/DVN/1MGPNZ,2018,harvard,Computer and Information Science;Social Sciences
doi:10.7910/DVN/5YB7KD,2016,heireport_pm10,Earth and Environmental Sciences;Mathematical Sciences;Medicine; Health and Life Sciences
doi:10.7910/DVN/RGK5E1,2018,harvard,Computer and Information Science;Medicine; Health and Life Sciences;Social Sciences
doi:10.7910/DVN/37ZBCF,2018,restat,Social Sciences
doi:10.7910/DVN/OBDQ3H,2017,PSRM,Social Sciences
doi:10.7910/DVN/CRLCQG,2020,harvard,Business and Management
doi:10.7910/DVN/OJVSY9,2019,harvard,Social Sciences
doi:10.7910/DVN/KPCLFQ,2019,jop,Social Sciences
doi:10.7910/DVN/AGTZ36,2016,ipsr-risp,Arts and Humanities
doi:10.7910/DVN/TOJ1UH,2019,harvard,Arts and Humanities;Social Sciences
doi:10.7910/DVN/HVKKHL,2020,harvard,Social Sciences
doi:10.7910/DVN/9OP7YH,2019,harvard,Social Sciences
doi:10.7910/DVN/K3QWZW,2018,the_review,Social Sciences
doi:10.7910/DVN/4O4R79,2017,isq,Social Sciences
doi:10.7910/DVN/SWUYZR,2018,jslapin,Social Sciences
doi:10.7910/DVN/0W3VCA,2019,replication_studies,Social Sciences
doi:10.7910/DVN/GJIBCB,2016,researchandpolitics,Social Sciences
doi:10.7910/DVN/GYNPF8,2019,harvard,Earth and Environmental Sciences;Social Sciences
doi:10.7910/DVN/6Q0UJO,2015,jkarreth,Social Sciences
doi:10.7910/DVN/A48JP7,2019,BJPolS,Social Sciences
doi:10.7910/DVN/WVVJFZ,2019,lsq,Social Sciences
doi:10.7910/DVN/2HSIZ1,2019,harvard,Social Sciences
doi:10.7910/DVN/OYI55F,2017,isq,Social Sciences
doi:10.7910/DVN/KGVBNC,2018,the_review,Social Sciences
doi:10.7910/DVN/FPG4S1,2016,monogan,Social Sciences
doi:10.7910/DVN/7190MT,2018,ajps,Social Sciences
doi:10.7910/DVN/JJJXLV,2016,harvard,Social Sciences
doi:10.7910/DVN/RDQZUM,2018,polbehavior,Social Sciences
doi:10.7910/DVN/FIL6J1,2019,jop,Social Sciences
doi:10.7910/DVN/PLLBQJ,2016,ajps,Social Sciences
doi:10.7910/DVN/KVHEKR,2020,harvard,Social Sciences
doi:10.7910/DVN/ATHARK,2016,researchandpolitics,Social Sciences
doi:10.7910/DVN/W9FU5T,2018,JPublicPolicy,Social Sciences
doi:10.7910/DVN/CKCTJS,2015,bk,Social Sciences
doi:10.7910/DVN/MTBJ3S,2020,harvard,Social Sciences
doi:10.7910/DVN/S17DDJ,2018,BJPolS,Social Sciences
doi:10.7910/DVN/GB0OA1,2019,ad-anacarolina-costa,Social Sciences
doi:10.7910/DVN/W8AAYK,2018,isq,Social Sciences
doi:10.7910/DVN/XGQ2ZA,2018,alexandercoppock,Social Sciences
doi:10.7910/DVN/WM3X3D,2017,pan,Social Sciences
doi:10.7910/DVN/1GHCOT,2016,harvard,Social Sciences
doi:10.7910/DVN/YCXXCW,2018,kenya_mwananchi,Social Sciences
doi:10.7910/DVN/J0VEYF,2017,facebook,Computer and Information Science;Social Sciences
doi:10.7910/DVN/0DOFEF,2016,tvinner,Social Sciences
doi:10.7910/DVN/TRR0DK,2020,polbehavior,Social Sciences
doi:10.7910/DVN/UAQZRO,2018,tylerreny,Social Sciences
doi:10.7910/DVN/7SXKSF,2016,leeper,Social Sciences
doi:10.7910/DVN/PHHZI7,2017,harvard,Social Sciences
doi:10.7910/DVN/C4QGBT,2020,BJPolS,Social Sciences
doi:10.7910/DVN/OUAYYH,2018,polbehavior,Social Sciences
doi:10.7910/DVN/OOIEAO,2018,ajps,Social Sciences
doi:10.7910/DVN/ON3RET,2019,harvard,Social Sciences
doi:10.7910/DVN/N52H3M,2016,harvard,Law;Social Sciences
doi:10.7910/DVN/GOSVG6,2019,harvard,Social Sciences
doi:10.7910/DVN/BPU1XG,2018,pan,Social Sciences
doi:10.7910/DVN/PDPQFB,2020,BJPolS,Social Sciences
doi:10.7910/DVN/WSUHI3,2017,polbehavior,Social Sciences
doi:10.7910/DVN/KG2APR,2019,ajps,Social Sciences
doi:10.7910/DVN/Y1EUAY,2018,jop,Social Sciences
doi:10.7910/DVN/GJIRV0,2018,the_review,Social Sciences
doi:10.7910/DVN/VCFMBI,2020,harvard,Social Sciences
doi:10.7910/DVN/CL183T,2019,harvard,Social Sciences
doi:10.7910/DVN/VC4EXB,2020,jpan,Social Sciences
doi:10.7910/DVN/XYYAQC,2019,polbehavior,Social Sciences
doi:10.7910/DVN/DVMT2R,2018,isq,Social Sciences
doi:10.7910/DVN/JXXNDO,2019,economics,Social Sciences
doi:10.7910/DVN/KPS1KY,2019,the_review,Social Sciences
doi:10.7910/DVN/4YU9LJ,2020,harvard,Social Sciences
doi:10.7910/DVN/FAGL6V,2019,researchandpolitics,Social Sciences
doi:10.7910/DVN/WY3QZS,2018,isq,Social Sciences
doi:10.7910/DVN/L2GSK6,2018,perspectives,Social Sciences
doi:10.7910/DVN/TTPOJB,2019,isq,Social Sciences
doi:10.7910/DVN/MUFCFA,2018,gov2001,Social Sciences
doi:10.7910/DVN/PPW3SI,2017,JPublicPolicy,Social Sciences
doi:10.7910/DVN/SIPXCZ,2016,researchandpolitics,Social Sciences
doi:10.7910/DVN/CBE7I0,2017,jhkirkland,Social Sciences
doi:10.7910/DVN/1QJCDJ,2019,spid,Social Sciences
doi:10.7910/DVN/SIAOJ2,2018,mmpereira,Social Sciences
doi:10.7910/DVN/REXZ8H,2020,ajps,Social Sciences
doi:10.7910/DVN/BM8N4C,2017,harvard,Earth and Environmental Sciences
doi:10.7910/DVN/O0JVDU,2019,jop,Social Sciences
doi:10.7910/DVN/FV8QQ9,2018,harvard,Social Sciences
doi:10.7910/DVN/ZQSBNA,2019,harvard,Social Sciences
doi:10.7910/DVN/AK10AT,2018,jop,Social Sciences
doi:10.7910/DVN/XMLDSI,2018,harvard,Social Sciences
doi:10.7910/DVN/DTFR60,2016,ajps,Social Sciences
doi:10.7910/DVN/P7Z8FH,2017,harvard,Social Sciences
doi:10.7910/DVN/HOH1F0,2017,jop,Social Sciences
doi:10.7910/DVN/RT5HRL,2018,isq,Social Sciences
doi:10.7910/DVN/YTPJ1N,2017,pan,Social Sciences
doi:10.7910/DVN/XBNJD9,2017,ajps,Social Sciences
doi:10.7910/DVN/VJLWTZ,2018,PSRM,Social Sciences
doi:10.7910/DVN/QTUFUW,2020,world-politics,Social Sciences
doi:10.7910/DVN/KHIMOS,2020,sjuhl,Social Sciences
doi:10.7910/DVN/SEHMGR,2018,ajps,Social Sciences
doi:10.7910/DVN/U19R5G,2019,dalstonward,Social Sciences
doi:10.7910/DVN/FF3DQM,2019,the_review,Law;Social Sciences
doi:10.7910/DVN/O6PQTW,2019,renatacavalcantiufpe,Social Sciences
doi:10.7910/DVN/PBLRV6,2020,urban_attitudes_on_environmental_migrants,Social Sciences
doi:10.7910/DVN/59F366,2018,polbehavior,Social Sciences
doi:10.7910/DVN/RFYOH6,2019,jop,Social Sciences
doi:10.7910/DVN/S39TAI,2018,harvard,Social Sciences
doi:10.7910/DVN/1VDZE9,2019,JPublicPolicy,Social Sciences
doi:10.7910/DVN/6RCYDU,2015,djmallinson,Social Sciences
doi:10.7910/DVN/O4BMLG,2017,BJPolS,Social Sciences
doi:10.7910/DVN/SURSEO,2016,ajps,Social Sciences
doi:10.7910/DVN/K0OYQF,2019,pan,Computer and Information Science;Social Sciences
doi:10.7910/DVN/XAQMIA,2018,jop,Social Sciences
doi:10.7910/DVN/TYD3EC,2016,harvard,Social Sciences
doi:10.7910/DVN/EEARKA,2019,harvard,Social Sciences
doi:10.7910/DVN/NJHQ8Y,2018,isq,Social Sciences
doi:10.7910/DVN/7PAB1N,2019,polbehavior,Social Sciences
doi:10.7910/DVN/A2EIZC,2016,jop,Social Sciences
doi:10.7910/DVN/H1CCWM,2019,the_review,Social Sciences
doi:10.7910/DVN/JLKTEE,2015,mpvink,Arts and Humanities;Law;Social Sciences
doi:10.7910/DVN/5TZWT2,2015,researchandpolitics,Social Sciences
doi:10.7910/DVN/TG2AOT,2017,harvard,Social Sciences
doi:10.7910/DVN/VSVMY7,2019,BJPolS,Social Sciences
doi:10.7910/DVN/JQWCZH,2019,replication_studies,Computer and Information Science;Social Sciences
doi:10.7910/DVN/VZSO5S,2018,perspectives,Law;Social Sciences
doi:10.7910/DVN/FRWBPJ,2016,DJHOPKINS,Social Sciences
doi:10.7910/DVN/1HPT9N,2018,polbehavior,Social Sciences
doi:10.7910/DVN/MPLQUI,2019,polbehavior,Social Sciences
doi:10.7910/DVN/TEFCBL,2019,harvard,Social Sciences
doi:10.7910/DVN/6AL5YC,2019,harvard,Social Sciences
doi:10.7910/DVN/4KLEOU,2019,harvard,Social Sciences
doi:10.7910/DVN/FXKA3J,2016,naijia,Social Sciences
doi:10.7910/DVN/DFRSKZ,2019,pan,Social Sciences
doi:10.7910/DVN/8GEYKS,2015,ajps,Social Sciences
doi:10.7910/DVN/DJKH4H,2018,jop,Social Sciences
doi:10.7910/DVN/DZ1NFG,2019,ajps,Social Sciences
doi:10.7910/DVN/FZKUGL,2018,harvard,Social Sciences
doi:10.7910/DVN/T17S0X,2017,jop,Social Sciences
doi:10.7910/DVN/RVV3YW,2016,PSRM,Social Sciences
doi:10.7910/DVN/MO3KOQ,2018,the_review,Social Sciences
doi:10.7910/DVN/UNIGJT,2017,harvard,Social Sciences
doi:10.7910/DVN/NEIYVD,2017,the_review,Social Sciences
doi:10.7910/DVN/TKORD8,2018,polbehavior,Social Sciences
doi:10.7910/DVN/TXFTKV,2019,jop,Social Sciences
doi:10.7910/DVN/8W0PXP,2018,LAPS,Computer and Information Science;Law;Social Sciences
doi:10.7910/DVN/UDGOFR,2020,harvard,Social Sciences
doi:10.7910/DVN/4KFU8S,2019,jop,Social Sciences
doi:10.7910/DVN/NQ32VR,2017,PSRM,Social Sciences
doi:10.7910/DVN/ACUDFD,2016,ir_dataverse,Social Sciences
doi:10.7910/DVN/M68ULI,2019,harvard,Social Sciences
doi:10.7910/DVN/K1XN7Q,2017,the_review,Social Sciences
doi:10.7910/DVN/OAPCH9,2018,jop,Social Sciences
doi:10.7910/DVN/56L9JP,2018,isq,Social Sciences
doi:10.7910/DVN/JOO3PP,2019,bgolds,Social Sciences
doi:10.7910/DVN/VEPHLS,2017,ajps,Social Sciences
doi:10.7910/DVN/BZ9Z2D,2019,ajps,Social Sciences
doi:10.7910/DVN/YAPXVG,2018,isq,Social Sciences
doi:10.7910/DVN/MJF2D5,2018,harvard,Earth and Environmental Sciences
doi:10.7910/DVN/HPB1CA,2015,ajps,Social Sciences
doi:10.7910/DVN/AEZKFD,2019,maxgroemping,Social Sciences
doi:10.7910/DVN/KFVJ4O,2019,gov2001,Medicine; Health and Life Sciences;Other
doi:10.7910/DVN/GF65E4,2020,bengelsma,Social Sciences
doi:10.7910/DVN/F8YTX2,2018,monogan,Social Sciences
doi:10.7910/DVN/HUZGPJ,2019,ajps,Social Sciences
