,doi,file,r32,r36,r40,result,success
102,doi:10.7910/DVN/FCHU0J,4_demographics.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0.0
103,doi:10.7910/DVN/FCHU0J,5_descriptives.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0.0
104,doi:10.7910/DVN/FCHU0J,6_NHST.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",0.0
105,doi:10.7910/DVN/FCHU0J,fig1.R,"Error in eval(expr, envir, enclos) : could not find function 'theme_set'","Error in grDevices::pdf(file = filename, ..., version = version) :   cannot open file 'figs/Figure1.pdf'","Error in grDevices::pdf(file = filename, ..., version = version) :   cannot open file 'figs/Figure1.pdf'","Error in grDevices::pdf(file = filename, ..., version = version) :   cannot open file 'figs/Figure1.pdf'",0.0
106,doi:10.7910/DVN/FCHU0J,fig2.R,"Error in eval(expr, envir, enclos) : could not find function 'theme_set'","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,
107,doi:10.7910/DVN/FCHU0J,figP.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,
108,doi:10.7910/DVN/FCHU0J,figS.R,"Error in eval(expr, envir, enclos) : could not find function 'theme_set'","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,
109,doi:10.7910/DVN/HWWVAX,main analyses REPLICATION.R,"Error in eval(expr, envir, enclos) : could not find function 'ictreg'",,,,
110,doi:10.7910/DVN/HWWVAX,unknown,time limit exceeded,time limit exceeded,time limit exceeded,,
111,doi:10.7910/DVN/GBRVWY,unknown,time limit exceeded,,time limit exceeded,,
112,doi:10.7910/DVN/OJUCRU,WEE_commands_AJPS.R,Error : bad restore file magic number (file may be corrupted) -- no data loaded,Error in makeRestartList(...) : reached elapsed time limit,,,
113,doi:10.7910/DVN/4U6TQA,Online Appendix.R,"Error in eval(expr, envir, enclos) : could not find function 'read.dta'",Error in read.dta('criteria.dta') : could not find function 'read.dta',Error in read.dta('criteria.dta') : could not find function 'read.dta',Error in read.dta('criteria.dta') : could not find function 'read.dta',0.0
114,doi:10.7910/DVN/RVV3YW,AMBoot.R,"Error in eval(expr, envir, enclos) : could not find function 'aldmck'","Error in aldmck(aldmckspace, respondent = 1, polarity = 2, missing = c(8,  :   could not find function 'aldmck'","Error in aldmck(aldmckspace, respondent = 1, polarity = 2, missing = c(8,  :   could not find function 'aldmck'","Error in aldmck(aldmckspace, respondent = 1, polarity = 2, missing = c(8,  :   could not find function 'aldmck'",0.0
115,doi:10.7910/DVN/RVV3YW,DontKnowWhatYouGot2014-SingleCore1.R,"Error in eval(expr, envir, enclos) : could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'",0.0
116,doi:10.7910/DVN/RVV3YW,DontKnowWhatYouGot2014-SingleCore2.R,"Error in eval(expr, envir, enclos) : could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'",0.0
117,doi:10.7910/DVN/RVV3YW,DontKnowWhatYouGot2014-SingleCore3.R,"Error in eval(expr, envir, enclos) : could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'",0.0
118,doi:10.7910/DVN/RVV3YW,DontKnowWhatYouGot2014-SingleCore4.R,"Error in eval(expr, envir, enclos) : could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'",0.0
119,doi:10.7910/DVN/RVV3YW,DontKnowWhatYouGot2014-SingleCore5.R,"Error in eval(expr, envir, enclos) : could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'",0.0
120,doi:10.7910/DVN/RVV3YW,DontKnowWhatYouGot2014-SingleCore6.R,"Error in eval(expr, envir, enclos) : could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'",0.0
121,doi:10.7910/DVN/RVV3YW,DontKnowWhatYouGot2014-SingleCore7.R,"Error in eval(expr, envir, enclos) : could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'",0.0
122,doi:10.7910/DVN/RVV3YW,DontKnowWhatYouGot2014-SingleCore8.R,"Error in eval(expr, envir, enclos) : could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'","Error in jags.model(file = 'MLV2.bug', inits = inits, data = forJags,  :   could not find function 'jags.model'",0.0
123,doi:10.7910/DVN/RVV3YW,PPC.R,Error in loadNamespace(name) : there is no package called 'runjags',Error in loadNamespace(name) : there is no package called 'runjags',,,
124,doi:10.7910/DVN/IVPBRF,civil_peace_data_and_pca.r,"Error in eval(expr, envir, enclos) :   could not find function 'countrycode'","Error in countrycode(ed.new$country, 'country.name', 'cown') :   could not find function 'countrycode'","Error in countrycode(ed.new$country, 'country.name', 'cown') :   could not find function 'countrycode'","Error in countrycode(ed.new$country, 'country.name', 'cown') :   could not find function 'countrycode'",0.0
125,doi:10.7910/DVN/IVPBRF,sppo_substantive_replication.r,Error in read.dta('cw_replication_data.dta') :   unable to open file: 'No such file or directory',Error in read.dta('cw_replication_data.dta') :   unable to open file: 'No such file or directory',Error in read.dta('cw_replication_data.dta') :   unable to open file: 'No such file or directory',Error in read.dta('cw_replication_data.dta') :   unable to open file: 'No such file or directory',0.0
126,doi:10.7910/DVN/EHWM14,MunicipalAnalysis.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",Error in makeRestartList(...) : reached elapsed time limit,,,
127,doi:10.7910/DVN/EHWM14,RegionalAnalysis.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,
128,doi:10.7910/DVN/EHWM14,SurveyAnalysis.R,"Error in read.dta('YOUR PATH TO 'LiTS III.dta'', convert.factors = FALSE) :   unable to open file: 'No such file or directory'","Error in read.dta('YOUR PATH TO 'LiTS III.dta'', convert.factors = FALSE) :   unable to open file: 'No such file or directory'",,,
129,doi:10.7910/DVN/RXYHGK,Demo_Desenveco.R,"Error in match(names(attrib), specials) : reached elapsed time limit",Error : `path` does not exist: 'Demo_Desenveco.xlsx',Error : `path` does not exist: 'Demo_Desenveco.xlsx',Error : `path` does not exist: 'Demo_Desenveco.xlsx',0.0
130,doi:10.7910/DVN/GXX1TS,adj.R,Error in basename(pkg) : reached elapsed time limit,Error in read.dta13('../ab_04-14.dta') :   could not find function 'read.dta13',Error in read.dta13('../ab_04-14.dta') :   could not find function 'read.dta13',Error in read.dta13('../ab_04-14.dta') :   could not find function 'read.dta13',0.0
131,doi:10.7910/DVN/GXX1TS,unknown,time limit exceeded,,time limit exceeded,,
132,doi:10.7910/DVN/DAC9NX,ei_cr_isq.R,"Error in eval(expr, envir, enclos) : could not find function 'ei'","Error in ei(formula = formula, total = 'electores', data = ei2) :   could not find function 'ei'","Error in ei(formula = formula, total = 'electores', data = ei2) :   could not find function 'ei'","Error in ei(formula = formula, total = 'electores', data = ei2) :   could not find function 'ei'",0.0
133,doi:10.7910/DVN/7ZZKC7,METEC_comparator.R,"Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection",0.0
134,doi:10.7910/DVN/7ZZKC7,METEC_equipment_groups.R,"Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection",0.0
135,doi:10.7910/DVN/7ZZKC7,METEC_plotter.R,"Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection",0.0
136,doi:10.7910/DVN/7ZZKC7,METEC_replication_repairs.R,"Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection",0.0
137,doi:10.7910/DVN/7ZZKC7,METEC_results_post.R,"Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection","Error in file(filename, 'r', encoding = encoding) :   cannot open the connection",0.0
138,doi:10.7910/DVN/7ZZKC7,sd_quadrature.R,success,success,success,success,1.0
139,doi:10.7910/DVN/7ZZKC7,unit_conversions.R,success,success,success,success,1.0
140,doi:10.7910/DVN/FSNEZY,unknown,time limit exceeded,,time limit exceeded,,
141,doi:10.7910/DVN/IKDTPZ,gnt_analysis.R,Error in basename(pkg) : reached elapsed time limit,"Error in stargazer(model.cp1a, model.cp1, model.cp2a, model.cp2, style = 'apsr',  :   could not find function 'stargazer'","Error in stargazer(model.cp1a, model.cp1, model.cp2a, model.cp2, style = 'apsr',  :   could not find function 'stargazer'","Error in stargazer(model.cp1a, model.cp1, model.cp2a, model.cp2, style = 'apsr',  :   could not find function 'stargazer'",0.0
142,doi:10.7910/DVN/X1TGCJ,Hartman&Morse2017.r,"Error in file(filename, 'r', encoding = encoding) :   cannot open the connection",Error in makeRestartList(...) : reached elapsed time limit,,,
143,doi:10.7910/DVN/LBRAFG,Replication_Analysis_I.R,"Error in eval(expr, envir, enclos) : could not find function 'texreg'",Error in makeRestartList(...) : reached elapsed time limit,,,
144,doi:10.7910/DVN/LBRAFG,unknown,time limit exceeded,time limit exceeded,time limit exceeded,,
145,doi:10.7910/DVN/IJ2OQJ,create_figure_1.R,"Error in eval(expr, envir, enclos) : could not find function 'attach.all'",Error in attach.all(roll.call.merged) :   could not find function 'attach.all',Error in attach.all(roll.call.merged) :   could not find function 'attach.all',Error in attach.all(roll.call.merged) :   could not find function 'attach.all',0.0
146,doi:10.7910/DVN/3Q79C3,dietrichcrabtree.R,Error in loadNamespace(name) : there is no package called 'rio',Error in loadNamespace(name) : there is no package called 'rio',Error in loadNamespace(name) : there is no package called 'rio',Error in loadNamespace(name) : there is no package called 'rio',0.0
147,doi:10.7910/DVN/QE27H9,replication_script.R,Error : could not find function 'createMatrix',Error in createMatrix(cposneg + 2) :   could not find function 'createMatrix',Error in createMatrix(cposneg + 2) :   could not find function 'createMatrix',Error in createMatrix(cposneg + 2) :   could not find function 'createMatrix',0.0
148,doi:10.7910/DVN/3DPSFR,anes-analysis.R,"Error in select(., democrat, republican, independent, female, nonwhite,  :   unused arguments (democrat, republican, independent, female, nonwhite, education)",Error in attend_rally + talk_to_others :   non-numeric argument to binary operator,,,
149,doi:10.7910/DVN/3DPSFR,experiment-analysis.R,"Error in select(., educ, race_eth, gender, pid7, ideology) :   unused arguments (educ, race_eth, gender, pid7, ideology)",Error in vote2016 + display_sign16 + persuade_vote_choice + donate_money +  :   non-numeric argument to binary operator,,,
150,doi:10.7910/DVN/3DPSFR,sentiment-analysis.R,Error in if (.get.file.extension(out[i]) == 'tex') { :   argument is of length zero,Error in if (.get.file.extension(out[i]) == 'tex') { :   argument is of length zero,,,
151,doi:10.7910/DVN/HCJ6OM,dataan.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
152,doi:10.7910/DVN/HCJ6OM,dataan_by_year.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
153,doi:10.7910/DVN/HCJ6OM,datacr.R,"Error in file(file, 'rt') : cannot open the connection",,,,
154,doi:10.7910/DVN/HCJ6OM,forcegen_bootstrap.R,"Error in file(file, 'rt') : cannot open the connection",,,,
155,doi:10.7910/DVN/HCJ6OM,party_desc.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
156,doi:10.7910/DVN/HCJ6OM,plac1.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
157,doi:10.7910/DVN/HCJ6OM,plac2.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
158,doi:10.7910/DVN/HCJ6OM,rob1.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
159,doi:10.7910/DVN/HCJ6OM,rob2.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
160,doi:10.7910/DVN/HCJ6OM,rob3.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
161,doi:10.7910/DVN/HCJ6OM,rob4.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
162,doi:10.7910/DVN/HCJ6OM,rob_rank.R,"Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection",,,,
163,doi:10.7910/DVN/ONSPYO,avgPredProbs.R,"Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection","Error in file(file, 'rt') : cannot open the connection",0.0
