,doi,success,publicationDate,publisher,subject,type,name
213,doi:10.7910/DVN/6MRVOM,,2020,xps,Social Sciences,JOURNALS,Journal of Experimental Political Science
214,doi:10.7910/DVN/6N2PN4,1.0,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
215,doi:10.7910/DVN/6NDYHC,0.0,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
216,doi:10.7910/DVN/6NVI9C,0.0,2018,xps,Social Sciences,JOURNALS,Journal of Experimental Political Science
217,doi:10.7910/DVN/6PJDLG,0.0,2018,highplainsdrought,Earth and Environmental Sciences,RESEARCHERS,Modeling drought over North American High Plains
218,doi:10.7910/DVN/6PQOPQ,,2019,gov2001,Social Sciences,UNCATEGORIZED,Gov2001 Dataverse
219,doi:10.7910/DVN/6Q0UJO,,2015,jkarreth,Social Sciences,RESEARCHERS,Johannes Karreth Dataverse
220,doi:10.7910/DVN/6QE7NN,1.0,2019,lsq,Social Sciences,JOURNALS,Legislative Studies Quarterly
221,doi:10.7910/DVN/6RCYDU,0.0,2015,djmallinson,Social Sciences,RESEARCHERS,Daniel J Mallinson Dataverse
222,doi:10.7910/DVN/6RMWBD,0.0,2016,southkoreamediaslant,Social Sciences,RESEARCH_PROJECTS,Estimating Media Slant of South Korean News Agencies Dataverse
223,doi:10.7910/DVN/6UNLQM,1.0,2017,harvard,Medicine; Health and Life Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
224,doi:10.7910/DVN/6WY3LI,1.0,2018,mmpereira,Social Sciences,RESEARCHERS,Miguel Pereira Dataverse
225,doi:10.7910/DVN/7190MT,0.0,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
226,doi:10.7910/DVN/72GCGD,1.0,2018,isec,Social Sciences,JOURNALS,International Security Dataverse
227,doi:10.7910/DVN/74N5YH,1.0,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
228,doi:10.7910/DVN/78JPNJ,,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
229,doi:10.7910/DVN/7BLIA3,,2020,IOJ,Social Sciences,JOURNALS,International Organization (IO) Journal Dataverse
230,doi:10.7910/DVN/7CJQ6H,0.0,2020,JAERE,Social Sciences,JOURNALS,Journal of the Association of Environmental and Resource Economists Dataverse
231,doi:10.7910/DVN/7D48YB,0.0,2015,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
232,doi:10.7910/DVN/7FYH0T,1.0,2017,Schoonvelde,Social Sciences,RESEARCHERS,Martijn  Schoonvelde Dataverse
233,doi:10.7910/DVN/7K3RJC,1.0,2019,patrickbayer,Social Sciences,RESEARCHERS,Patrick Bayer Dataverse
234,doi:10.7910/DVN/7LIY1U,0.0,2018,holger-doering,Social Sciences,RESEARCHERS,Holger Döring Dataverse
235,doi:10.7910/DVN/7LUZS5,1.0,2016,zsqac,Social Sciences,RESEARCHERS,sz2491_Brenda Dataverse
236,doi:10.7910/DVN/7MN7OD,0.0,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
237,doi:10.7910/DVN/7PAB1N,0.0,2019,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
238,doi:10.7910/DVN/7PZHF6,1.0,2020,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
239,doi:10.7910/DVN/7Q9ZSR,1.0,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
240,doi:10.7910/DVN/7QHIXX,,2015,tboas,Social Sciences,RESEARCHERS,Taylor Boas Dataverse
241,doi:10.7910/DVN/7ROIBN,0.0,2018,seconlab,Computer and Information Science,UNCATEGORIZED,TU Security Economics Lab Dataverse
242,doi:10.7910/DVN/7SXKSF,1.0,2016,leeper,Social Sciences,RESEARCHERS,Thomas J. Leeper Dataverse
243,doi:10.7910/DVN/7TRL0I,0.0,2018,xps,Social Sciences,JOURNALS,Journal of Experimental Political Science
244,doi:10.7910/DVN/7UBRAC,,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
245,doi:10.7910/DVN/7WIRJ7,,2017,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
246,doi:10.7910/DVN/7ZVSYO,0.0,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
247,doi:10.7910/DVN/7ZZKC7,1.0,2020,pomelo_metec_2019,Other,RESEARCHERS,PoMELO METEC 2019 Data and Reporting
248,doi:10.7910/DVN/80J7OL,1.0,2018,jslapin,Social Sciences,RESEARCHERS,Jonathan Slapin Dataverse
249,doi:10.7910/DVN/80WUQB,1.0,2017,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
250,doi:10.7910/DVN/82GIUZ,,2017,chanret,Social Sciences,RESEARCHERS,Chris Hanretty Dataverse
251,doi:10.7910/DVN/83TXKI,0.0,2019,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
252,doi:10.7910/DVN/84NYFE,,2020,JAERE,Social Sciences,JOURNALS,Journal of the Association of Environmental and Resource Economists Dataverse
253,doi:10.7910/DVN/85KUC8,0.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
254,doi:10.7910/DVN/86YEER,,2018,gov2001,Social Sciences,UNCATEGORIZED,Gov2001 Dataverse
255,doi:10.7910/DVN/88MXJS,,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
256,doi:10.7910/DVN/8AKACJ,0.0,2016,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
257,doi:10.7910/DVN/8DQFXQ,0.0,2019,vinicius_santana_ad_ufpe_2019,Social Sciences,TEACHING_COURSES,Proto data for replication of Data Analysis Class Paper
258,doi:10.7910/DVN/8DWAZW,,2019,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
259,doi:10.7910/DVN/8E1IIM,1.0,2019,xps,Social Sciences,JOURNALS,Journal of Experimental Political Science
260,doi:10.7910/DVN/8EHQWP,1.0,2019,IOJ,Social Sciences,JOURNALS,International Organization (IO) Journal Dataverse
261,doi:10.7910/DVN/8FK7PC,0.0,2020,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
262,doi:10.7910/DVN/8GEYKS,1.0,2015,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
263,doi:10.7910/DVN/8GRBRZ,1.0,2019,fbnonuse,Computer and Information Science;Social Sciences,RESEARCH_PROJECTS,Facebook Non-use
264,doi:10.7910/DVN/8HFVU8,,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
265,doi:10.7910/DVN/8JW4Q7,1.0,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
266,doi:10.7910/DVN/8KQJBJ,1.0,2018,restat,Social Sciences,JOURNALS,Review of Economics and Statistics Dataverse
267,doi:10.7910/DVN/8L1SHV,,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
268,doi:10.7910/DVN/8N79E6,0.0,2018,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
269,doi:10.7910/DVN/8OKVHY,0.0,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
270,doi:10.7910/DVN/8R3LTP,1.0,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
271,doi:10.7910/DVN/8RCE84,,2019,places,Earth and Environmental Sciences,RESEARCH_GROUP,PLACES
272,doi:10.7910/DVN/8SR1GY,0.0,2017,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
273,doi:10.7910/DVN/8TB7GO,0.0,2019,king,Computer and Information Science;Mathematical Sciences;Social Sciences,RESEARCHERS,Gary King Dataverse
274,doi:10.7910/DVN/8UWS1R,0.0,2019,patrick_mello,Social Sciences,RESEARCHERS,Patrick A. Mello Dataverse
275,doi:10.7910/DVN/8W0PXP,0.0,2018,LAPS,Computer and Information Science;Law;Social Sciences,JOURNALS,Latin American Politics and Society Dataverse
276,doi:10.7910/DVN/8XPBSA,1.0,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
277,doi:10.7910/DVN/8XSAZD,,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
278,doi:10.7910/DVN/8XT86F,0.0,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
279,doi:10.7910/DVN/8XU5R6,0.0,2020,ilundberg,Social Sciences,RESEARCHERS,Ian Lundberg Dataverse
280,doi:10.7910/DVN/8XUKIH,0.0,2019,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
281,doi:10.7910/DVN/8YWCF9,,2019,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
282,doi:10.7910/DVN/8ZJBLI,1.0,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
283,doi:10.7910/DVN/92GMLB,1.0,2016,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
284,doi:10.7910/DVN/92SKA2,0.0,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
285,doi:10.7910/DVN/96AJMC,0.0,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
286,doi:10.7910/DVN/96DG2V,,2019,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
287,doi:10.7910/DVN/96WYRS,0.0,2015,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
288,doi:10.7910/DVN/98FIZD,0.0,2020,IOJ,Social Sciences,JOURNALS,International Organization (IO) Journal Dataverse
289,doi:10.7910/DVN/99OJBV,0.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
290,doi:10.7910/DVN/9AMKHL,0.0,2020,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
291,doi:10.7910/DVN/9AWUYJ,1.0,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
292,doi:10.7910/DVN/9B8HQN,,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
293,doi:10.7910/DVN/9F0SMU,1.0,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
294,doi:10.7910/DVN/9FWNBM,1.0,2017,astrezh,Law;Social Sciences,RESEARCHERS,Anton Strezhnev Dataverse
295,doi:10.7910/DVN/9GFJEA,0.0,2017,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
296,doi:10.7910/DVN/9HKISQ,0.0,2019,BJPolS,Law;Social Sciences,JOURNALS,British Journal of Political Science Dataverse
297,doi:10.7910/DVN/9HO5J8,,2017,evolution-of-sustainability,Earth and Environmental Sciences;Social Sciences,RESEARCH_GROUP,Evolution of Sustainability
298,doi:10.7910/DVN/9IKGYY,,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
299,doi:10.7910/DVN/9IYGIX,0.0,2015,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
300,doi:10.7910/DVN/9JLCSY,1.0,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
301,doi:10.7910/DVN/9M6EHS,1.0,2020,harvard,Agricultural Sciences;Earth and Environmental Sciences;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
302,doi:10.7910/DVN/9NXGHP,1.0,2017,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
303,doi:10.7910/DVN/9OP7YH,,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
304,doi:10.7910/DVN/9P0GXR,0.0,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
305,doi:10.7910/DVN/9Q5DFZ,,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
306,doi:10.7910/DVN/9QUMY3,1.0,2020,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
307,doi:10.7910/DVN/9RTI0V,1.0,2015,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
308,doi:10.7910/DVN/9SF3TI,0.0,2019,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
309,doi:10.7910/DVN/9SUPHG,1.0,2019,restat,Social Sciences,JOURNALS,Review of Economics and Statistics Dataverse
310,doi:10.7910/DVN/9V0LLB,0.0,2018,zucco,Social Sciences,UNCATEGORIZED,Cesar Zucco Dataverse
311,doi:10.7910/DVN/9WPVEY,0.0,2016,evolution-of-sustainability,Business and Management;Other;Social Sciences,RESEARCH_GROUP,Evolution of Sustainability
312,doi:10.7910/DVN/9Z1URU,0.0,2019,roumanias,Social Sciences,RESEARCHERS,Costas Roumanias Dataverse
313,doi:10.7910/DVN/9ZPFF9,0.0,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
314,doi:10.7910/DVN/9ZYFBX,,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
315,doi:10.7910/DVN/A2EIZC,0.0,2016,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
316,doi:10.7910/DVN/A3HBWB,,2017,FPA,Social Sciences,JOURNALS,Foreign Policy Analysis Dataverse
317,doi:10.7910/DVN/A3M7PY,0.0,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
318,doi:10.7910/DVN/A3NO2G,,2019,speeches,Social Sciences,RESEARCHERS,Congress Speeches Dataverse
319,doi:10.7910/DVN/A3ROXD,1.0,2017,harvard,Agricultural Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
320,doi:10.7910/DVN/A47LUM,,2018,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
321,doi:10.7910/DVN/A48JP7,0.0,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
322,doi:10.7910/DVN/A4A3UO,,2019,byers,Social Sciences,RESEARCHERS,Jason Byers Dataverse
323,doi:10.7910/DVN/A5ECON,0.0,2016,holger-doering,Social Sciences,RESEARCHERS,Holger Döring Dataverse
324,doi:10.7910/DVN/A785G7,1.0,2018,bigKRLS,Mathematical Sciences;Social Sciences,RESEARCHERS,Pete Mohanty Dataverse
325,doi:10.7910/DVN/A84A9E,0.0,2015,zhongjunhu,Social Sciences,RESEARCH_PROJECTS,Replication Materials for QMSS Thesis Dataverse
326,doi:10.7910/DVN/AB5XYQ,,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
327,doi:10.7910/DVN/ABSCFP,,2018,jackpaine,Social Sciences,RESEARCHERS,Jack Paine Dataverse
328,doi:10.7910/DVN/ACUDFD,0.0,2016,ir_dataverse,Social Sciences,RESEARCHERS,Ingo Rohlfing Dataverse
329,doi:10.7910/DVN/ACYZIC,0.0,2017,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
330,doi:10.7910/DVN/ADFBT7,1.0,2018,monogan,Social Sciences,RESEARCHERS,Monogan Dataverse
331,doi:10.7910/DVN/ADIFOV,,2020,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
332,doi:10.7910/DVN/ADRRNX,,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
333,doi:10.7910/DVN/AE5BPK,0.0,2017,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
334,doi:10.7910/DVN/AEOMG5,0.0,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
335,doi:10.7910/DVN/AESELE,1.0,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
336,doi:10.7910/DVN/AEZKFD,,2019,maxgroemping,Social Sciences,RESEARCHERS,Max Grömping Dataverse
337,doi:10.7910/DVN/AFFHAH,,2015,monogan,Social Sciences,RESEARCHERS,Monogan Dataverse
338,doi:10.7910/DVN/AGRX5U,1.0,2017,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
339,doi:10.7910/DVN/AGTZ36,,2016,ipsr-risp,Arts and Humanities,JOURNALS,Italian Political Science Review (IPSR/RISP) Dataverse
340,doi:10.7910/DVN/AGUVBE,,2018,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
341,doi:10.7910/DVN/AHBXWA,,2017,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
342,doi:10.7910/DVN/AI3VM8,,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
343,doi:10.7910/DVN/AIF4PI,0.0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
344,doi:10.7910/DVN/AIPWNU,,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
345,doi:10.7910/DVN/AJ7Q9B,,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
346,doi:10.7910/DVN/AJYEDA,1.0,2018,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
347,doi:10.7910/DVN/AK10AT,0.0,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
348,doi:10.7910/DVN/AKLOHE,1.0,2019,bobreednz,Business and Management;Social Sciences,RESEARCHERS,W. Robert Reed Dataverse
349,doi:10.7910/DVN/ALEBMM,,2016,pierskalla,Social Sciences,RESEARCHERS,Jan Pierskalla Dataverse
350,doi:10.7910/DVN/ALFLK6,,2018,lsq,Social Sciences,JOURNALS,Legislative Studies Quarterly
351,doi:10.7910/DVN/AMJXCB,,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
352,doi:10.7910/DVN/AMMFVZ,,2018,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
353,doi:10.7910/DVN/AMYHNJ,1.0,2017,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
354,doi:10.7910/DVN/AOTVAU,0.0,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
355,doi:10.7910/DVN/AOY452,0.0,2018,pan,Computer and Information Science;Social Sciences,JOURNALS,Political Analysis Dataverse
356,doi:10.7910/DVN/AQB4MP,0.0,2016,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
357,doi:10.7910/DVN/ART3M9,0.0,2018,sliao,Social Sciences,RESEARCHERS,Steven Liao Dataverse
358,doi:10.7910/DVN/ATHARK,0.0,2016,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
359,doi:10.7910/DVN/AU3BTQ,,2017,xps,Social Sciences,JOURNALS,Journal of Experimental Political Science
360,doi:10.7910/DVN/AUX9W1,,2018,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
361,doi:10.7910/DVN/AW6L1P,,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
362,doi:10.7910/DVN/AXCVFN,0.0,2016,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
363,doi:10.7910/DVN/AY32JZ,,2018,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
364,doi:10.7910/DVN/AYXQIJ,0.0,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
365,doi:10.7910/DVN/AYYRE5,0.0,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
366,doi:10.7910/DVN/AZHTBT,0.0,2017,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
367,doi:10.7910/DVN/AZXYIB,0.0,2017,chanret,Law;Social Sciences,RESEARCHERS,Chris Hanretty Dataverse
368,doi:10.7910/DVN/B075NQ,1.0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
369,doi:10.7910/DVN/B1HHGV,1.0,2019,the_review,Social Sciences,JOURNALS,American Political Science Review Dataverse
370,doi:10.7910/DVN/B2EGF3,0.0,2019,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
371,doi:10.7910/DVN/B47FTE,0.0,2018,isq,Social Sciences,JOURNALS,International Studies Quarterly Dataverse
372,doi:10.7910/DVN/B4XDZP,,2016,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
373,doi:10.7910/DVN/B8JYZW,,2020,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
374,doi:10.7910/DVN/B9SCDJ,1.0,2018,ajps,Social Sciences,JOURNALS,American Journal of Political Science (AJPS) Dataverse
375,doi:10.7910/DVN/BANJL7,0.0,2017,jop,Earth and Environmental Sciences;Social Sciences,JOURNALS,The Journal of Politics Dataverse
376,doi:10.7910/DVN/BB6IFG,1.0,2020,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
377,doi:10.7910/DVN/BBVSBU,,2018,ipsr-risp,Social Sciences,JOURNALS,Italian Political Science Review (IPSR/RISP) Dataverse
378,doi:10.7910/DVN/BCQM3Y,0.0,2016,pan,Social Sciences,JOURNALS,Political Analysis Dataverse
379,doi:10.7910/DVN/BE99YA,,2018,researchandpolitics,Social Sciences,JOURNALS,Research & Politics Dataverse
380,doi:10.7910/DVN/BEQRZC,0.0,2017,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
381,doi:10.7910/DVN/BFE6IU,,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
382,doi:10.7910/DVN/BFJ7RX,,2019,kwtrp,Medicine; Health and Life Sciences,ORGANIZATIONS_INSTITUTIONS,KWTRP Research Data Repository
383,doi:10.7910/DVN/BFLOTT,0.0,2020,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
384,doi:10.7910/DVN/BG1FEO,1.0,2018,JPublicPolicy,Social Sciences,JOURNALS,Journal of Public Policy Dataverse
385,doi:10.7910/DVN/BGHLAX,0.0,2016,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
386,doi:10.7910/DVN/BGPIWF,1.0,2018,PSRM,Social Sciences,JOURNALS,Political Science Research and Methods (PSRM) Dataverse
387,doi:10.7910/DVN/BGTAGA,,2019,polbehavior,Social Sciences,JOURNALS,Political Behavior Dataverse
388,doi:10.7910/DVN/BH6SVA,,2019,impact_eval,Medicine; Health and Life Sciences,ORGANIZATIONS_INSTITUTIONS,Impact Evaluation Dataverse
389,doi:10.7910/DVN/BHEM8T,1.0,2017,jhomola,Social Sciences,RESEARCHERS,Jonathan Homola Dataverse
390,doi:10.7910/DVN/BHKSZR,0.0,2019,jop,Social Sciences,JOURNALS,The Journal of Politics Dataverse
391,doi:10.7910/DVN/BHLMVC,1.0,2020,hamelbrian,Social Sciences,RESEARCHERS,Brian Hamel's Dataverse
392,doi:10.7910/DVN/BIJWCU,1.0,2017,harvard,Mathematical Sciences;Medicine; Health and Life Sciences;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
393,doi:10.7910/DVN/BJIAKI,0.0,2016,naijia,Social Sciences,RESEARCHERS,Tweets will Tell: Using Social Media to Predict Protest Behavior Dataverse
394,doi:10.7910/DVN/BJNAPD,,2019,culturalanalytics,Arts and Humanities;Computer and Information Science;Social Sciences,JOURNALS,Cultural Analytics Dataverse
395,doi:10.7910/DVN/BJX91O,0.0,2019,internationalinteractions,Social Sciences,JOURNALS,International Interactions (II): Empirical and Theoretical Research in International Relations Dataverse
396,doi:10.7910/DVN/BKI1X3,1.0,2019,BJPolS,Social Sciences,JOURNALS,British Journal of Political Science Dataverse
397,doi:10.7910/DVN/BKN5EJ,,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
398,doi:10.7910/DVN/BM8N4C,1.0,2017,harvard,Earth and Environmental Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
399,doi:10.7910/DVN/BMKKTY,0.0,2017,harvard,Arts and Humanities,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
400,doi:10.7910/DVN/BNAEDJ,0.0,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
401,doi:10.7910/DVN/BNRWDL,0.0,2019,trabalho_davi,Social Sciences,RESEARCH_PROJECTS,José Matheus Medeiros Dataverse
