doi:10.7910/DVN/XFQZI2	Condemnation.R	Error in read.dta13('Condemnation.dta') :   could not find function 'read.dta13'
doi:10.7910/DVN/GOLMTC	plots_LATE.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/GOLMTC	plots_RI_fourcases.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/GOLMTC	plots_and_tables_balance.R	Error in t.test.default(subset1$prim_school[subset1$treat == 1], subset1$prim_school[subset1$treat ==  :   data are essentially constant
doi:10.7910/DVN/GOLMTC	plots_forcing_variable.R	Error : geom_vline requires the following missing aesthetics: xintercept
doi:10.7910/DVN/GOLMTC	tables_1994_opinions.R	success
doi:10.7910/DVN/OTHBVU	rohlfing_mindthegap.R	Error in truthTable(koenig, outcome = c('supranationalism'), conditions = c('idmass',  :   could not find function 'truthTable'
doi:10.7910/DVN/DF9UXB	20191126_Disproportionality Replication Code.R	time limit exceeded
doi:10.7910/DVN/DF9UXB	Data Processing and helper functions.R	success
doi:10.7910/DVN/2CS1VF	helperfunctions.R	success
doi:10.7910/DVN/2CS1VF	main.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/4QRUPR	unknown	time limit exceeded
doi:10.7910/DVN/YETMOY	MLM_replication_2016_06_06_corrected.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/MP5XXC	EzrowTavitsHomola_PolarizationExtremism.R	Error in describe(cps[, c('avs', 'dist', 'pid', 'mean_party_pro_elect',  :   could not find function 'describe'
doi:10.7910/DVN/L4LWMP	PS_M_weighting.R	success
doi:10.7910/DVN/L4LWMP	PS_M_weighting_SA.R	success
doi:10.7910/DVN/L4LWMP	PS_SM_weighting.R	success
doi:10.7910/DVN/L4LWMP	flu.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/L4LWMP	swog.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/W8AAYK	interaction_plots.R	Error in is.data.frame(data) : object 'lalonde' not found
doi:10.7910/DVN/XHDOZU	Code.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/WUBZNL	Replication Code.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/Z7P7RL	B-01-RScriptFigure1.R	success
doi:10.7910/DVN/BSIFTF	Analysis.R	Error in gzfile(file, 'rb') : cannot open the connection
doi:10.7910/DVN/BSIFTF	Appendix.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/BSIFTF	Recoding.R	success
doi:10.7910/DVN/QC0RSU	ReplicateFigure2.R	success
doi:10.7910/DVN/EMK9FB	TermLimitsAppendixFigures.R	Error in read.dta('/Users/Jeff/Dropbox/TermLimits/D6/Analysis/Models/Index/Unconditional/Severity/Confounding/PredictedValues.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/EMK9FB	unknown	time limit exceeded
doi:10.7910/DVN/SIPXCZ	classification.R	Error in mp_setapikey(key.file = 'manifesto_apikey.txt') :   could not find function 'mp_setapikey'
doi:10.7910/DVN/SIPXCZ	clean.R	success
doi:10.7910/DVN/SIPXCZ	coverage.R	Error in mp_setapikey(key.file = 'manifesto_apikey.txt') :   could not find function 'mp_setapikey'
doi:10.7910/DVN/SIPXCZ	dictionary.R	Error in mp_setapikey(key.file = 'manifesto_apikey.txt') :   could not find function 'mp_setapikey'
doi:10.7910/DVN/SIPXCZ	draft_compare.R	Error in mp_setapikey(key.file = 'manifesto_apikey.txt') :   could not find function 'mp_setapikey'
doi:10.7910/DVN/SIPXCZ	wordcloud.R	Error in mp_setapikey(key.file = 'manifesto_apikey.txt') :   could not find function 'mp_setapikey'
doi:10.7910/DVN/4KFU8S	unknown	time limit exceeded
doi:10.7910/DVN/BGPIWF	01_models_plots_tables.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/BGPIWF	02_models_plots_tables_nlme.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/BGPIWF	helper.R	success
doi:10.7910/DVN/CSX1VL	01_main_analysis.R	Error in install_version('gsynth', version = '1.0.2', repos = 'http://cran.us.r-project.org') :   could not find function 'install_version'
doi:10.7910/DVN/CSX1VL	02_appendix.R	Error in install_version('gsynth', version = '1.0.2', repos = 'http://cran.us.r-project.org') :   could not find function 'install_version'
doi:10.7910/DVN/CSX1VL	function_plot_gsynth.R	success
doi:10.7910/DVN/OUAYYH	unknown	time limit exceeded
doi:10.7910/DVN/GVEKYP	LocalityAnalysis.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/GVEKYP	ict.test.R	success
doi:10.7910/DVN/GVEKYP	interflex.R	success
doi:10.7910/DVN/MPMIJU	Chapter2Master.r	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/MPMIJU	TableA13.r	Error in ivreg(white.obama.vote ~ dissimilarity + cbsa.percent.black +  :   could not find function 'ivreg'
doi:10.7910/DVN/26905	altKrigCRF.R	success
doi:10.7910/DVN/26905	dataManipulation.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/26905	lower48control.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/26905	powerPlantsManipulation.R	Error in spTransform(wind.0, CRS('+proj=aea +lat_1=29.5 +lat_2=45.5 +lat_0=37.5 +lon_0=-96 +x_0=0 +y_0=0 +ellps=GRS80 +datum=NAD83 +units=m +no_defs')) :   package rgdal is required for spTransform methods
doi:10.7910/DVN/26905	powerPlantsModel.R	success
doi:10.7910/DVN/3RA7YG	fig5_A-1_A-2.R	Error in plm.data(predictors, c('id', 't')) :   could not find function 'plm.data'
doi:10.7910/DVN/3RA7YG	fig7.R	Error in file(file, ifelse(append, 'a', 'w')) :   cannot open the connection
doi:10.7910/DVN/3RA7YG	fig9_A-4.R	Error in tsls(y ~ x, instruments = ~z, data = data) :   could not find function 'tsls'
doi:10.7910/DVN/3RA7YG	figA-3.R	Error in file(file, ifelse(append, 'a', 'w')) :   cannot open the connection
doi:10.7910/DVN/QEMNP1	1-compute-policy-variables.R	Error in map2SpatialPolygons(usa.state, IDs = state.ID) :   could not find function 'map2SpatialPolygons'
doi:10.7910/DVN/QEMNP1	2-merge-covariates.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/QEMNP1	3-prepare-corpus.R	Error in `[.data.frame`(dataset, , 1) : undefined columns selected
doi:10.7910/DVN/QEMNP1	4-estimate-topic-models.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/QEMNP1	5-output-topic-models.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/QEMNP1	6-figures.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/QEMNP1	7-tables.R	Error in UseMethod('recode') :   no applicable method for 'recode' applied to an object of class 'logical'
doi:10.7910/DVN/0EVV7C	circuit_court_composition.R	Error in read.dta('circuit_judges_by_year_party_only.dta', convert.underscore = T) :   could not find function 'read.dta'
doi:10.7910/DVN/0EVV7C	dem_control_shading.R	Error in polygon(x = c(1893, 1893, 1896, 1896), y = par()$usr[c(3, 4,  :   plot.new has not been called yet
doi:10.7910/DVN/0EVV7C	panel_composition_rates_script.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/0EVV7C	panel_votes_script.R	Error in read.dta('songer_caselevel_1925_2002_vote_data.dta', convert.underscore = T) :   could not find function 'read.dta'
doi:10.7910/DVN/RFYOH6	Generate Higher-Order Weights Matrices.R	Error in rgraph(200, m = 1, tprob = 0.1, mode = 'graph', diag = FALSE) :   could not find function 'rgraph'
doi:10.7910/DVN/RFYOH6	Generate WWW Figures.R	Error in read.dta('Figures/SLX.dta', convert.underscore = TRUE) :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/ECPIYP	analysis.R	Error in loadNamespace(name) : there is no package called 'pacman'
doi:10.7910/DVN/K7IKES	examine_mrp_estimates.R	success
doi:10.7910/DVN/K7IKES	main_script_for_analyses.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/K7IKES	unknown	time limit exceeded
doi:10.7910/DVN/VLOHVI	code for rescuing intuitions.R	Error in unique(trust.of.government$year) :   object 'trust.of.government' not found
doi:10.7910/DVN/IIYGGX	2008 CCES formatting for co-scaling.R	Error in recode(RESPVOTES.RAW[, i], ''Support'=1; 'Oppose'=0; else=NA',  :   could not find function 'recode'
doi:10.7910/DVN/IIYGGX	BAM_CCES2008_Senate analyses.R	Error in is.data.frame(y) : object 'libcon_idealpt.estimates' not found
doi:10.7910/DVN/IIYGGX	BAM_CCES2008_Senate estimation.R	Error in jags.model('BAM_JAGScode_CCES2008.bug', data = list(z = z, q = q,  :   could not find function 'jags.model'
doi:10.7910/DVN/IIYGGX	CCES sMSD mote carlo analyses.R	success
doi:10.7910/DVN/GY8PXP	Figure-S1.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/GY8PXP	cces-analysis.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/GY8PXP	cmps-analysis.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/GY8PXP	pew-analysis.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/GY8PXP	price-analysis.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/FQEMZU	civilsociety_figures.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/FQEMZU	civilsociety_preparation.R	Error in loadNamespace(name) : there is no package called 'devtools'
doi:10.7910/DVN/O1DKBV	government_innovation.R	Error in read.dta13('govern.dta') : could not find function 'read.dta13'
doi:10.7910/DVN/FZKUGL	code for main analysis.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/FZKUGL	code for matching.R	success
doi:10.7910/DVN/ZJQZH5	unknown	time limit exceeded
doi:10.7910/DVN/XKMNAO	functions.R	success
doi:10.7910/DVN/BE99YA	friendlyfire_replication.R	Error in order(year, subj, obj) : object 'year' not found
doi:10.7910/DVN/NSTBR7	unknown	time limit exceeded
doi:10.7910/DVN/EDGRDC	Estimation.R	Error in source(r_file) :   embedded nul in string: 'placeCity b\0\023 downtown, with a mix of offices, apartments, and shops '
doi:10.7910/DVN/EDGRDC	Estimation_batch.R	Error in lapply(list(...), as.character) : reached elapsed time limit
doi:10.7910/DVN/EDGRDC	conjoint.estimation.R	Error in estfun(fm) : could not find function 'estfun'
doi:10.7910/DVN/EDGRDC	data_management.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/EDGRDC	factorial.experiment.estimation.R	Error in paste(output, 'comm.pref.results.Rdata', sep = '') :   object 'output' not found
doi:10.7910/DVN/EDGRDC	feasibility.estimation.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/EDGRDC	heatmap.estimation.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/EDGRDC	move.behavior.estimation.R	Error in paste(output, 'movingbehavior.pdf', sep = '') :   object 'output' not found
doi:10.7910/DVN/EDGRDC	neighborhood.quality.proxy.analysis.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/EDGRDC	other.appendix.estimation.R	Error in paste(output, 'anes.compare.R', sep = '') :   object 'output' not found
doi:10.7910/DVN/EDGRDC	quickfire.estimation.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/VS3CG6	unknown	time limit exceeded
doi:10.7910/DVN/U7MANI	Chinese Investment in Africa.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/KIVXRA	CensorshipOpinionAnalysis.R	success
doi:10.7910/DVN/KIVXRA	FinalTibetReplication.R	Error in stargazer(lm.0, lm.1) : could not find function 'stargazer'
doi:10.7910/DVN/KIVXRA	Qingming_Ch6.R	Error in read.xls('QingmingBaiduSohuSina.xls') :   could not find function 'read.xls'
doi:10.7910/DVN/KIVXRA	SameDiffAnalysis.R	Error in points(gender$estimate[1] - gender$estimate[2], 4, pch = 16) :   object 'gender' not found
doi:10.7910/DVN/KIVXRA	VPNCode_instaApp.R	success
doi:10.7910/DVN/KIVXRA	WeiboscopeAnalysis.R	Error in fread('UserTimeline.csv') :   File 'UserTimeline.csv' does not exist or is non-readable. getwd()=='/usr/workdir'
doi:10.7910/DVN/KIVXRA	WikipediaAnalysis.R	Error in smooth.spline(bydate[20:32] ~ as.numeric(dates)[20:32], nknots = 5) :   missing or infinite values in inputs are not allowed
doi:10.7910/DVN/JMPGZX	nba_stats_v3.R	success
doi:10.7910/DVN/JMPGZX	nba_stats_v3_AWAY_GAMES_ONLY.R	success
doi:10.7910/DVN/JMPGZX	nba_stats_v3_HOME_GAMES_ONLY.R	success
doi:10.7910/DVN/JMPGZX	nba_stats_v3_LNTs_FREQ.R	success
doi:10.7910/DVN/JMPGZX	nba_stats_v3_LNTs_INFREQ.R	success
doi:10.7910/DVN/JMPGZX	nba_stats_v3_TIGHT_WINDOW.R	success
doi:10.7910/DVN/OL3EVW	replication_code_01_spatial_analysis.R	Error in PostgreSQL() : could not find function 'PostgreSQL'
doi:10.7910/DVN/OL3EVW	replication_code_02_geocode_venue_italy.R	Error in base::load(..., envir = envir) :   bad restore file magic number (file may be corrupted) -- no data loaded
doi:10.7910/DVN/OL3EVW	replication_code_03_prov_demographics.R	Error in base::load(..., envir = envir) :   bad restore file magic number (file may be corrupted) -- no data loaded
doi:10.7910/DVN/OL3EVW	replication_code_04_reg_demographics.R	Error in readOGR('secondary_data/istat_reg_shapefiles/Reg01012013_g',  :   could not find function 'readOGR'
doi:10.7910/DVN/OL3EVW	replication_code_05_meetup_frequency.R	Error in base::load(..., envir = envir) :   bad restore file magic number (file may be corrupted) -- no data loaded
doi:10.7910/DVN/QKGBSE	20180226_rethinking_map.R	Error in map2stan(alist(B ~ dbinom(1, lp), logit(lp) <- a + bVB * VB +  :    could not find function \map2stan\""
doi:10.7910/DVN/QKGBSE	20180226b_rethinking_map.R	time limit exceeded
doi:10.7910/DVN/QKGBSE	DBDA2E-utilities.R	success
doi:10.7910/DVN/QKGBSE	est_stan_180222_v3.R	Error in file(file, 'rt') : cannot open the connection
doi:10.7910/DVN/QKGBSE	unknown	time limit exceeded
doi:10.7910/DVN/D5CQA7	R Script Reliability and Item Analysis.R	Error in read.dta('') : unable to open file: 'No such file or directory'
doi:10.7910/DVN/UZILPJ	cat-helpers.R	success
doi:10.7910/DVN/UZILPJ	congress-application.R	Error in install_github('duckmayr/gpirt@44a08da', lib = temp_lib, upgrade = FALSE) :   could not find function 'install_github'
doi:10.7910/DVN/UZILPJ	covSEiso.R	success
doi:10.7910/DVN/UZILPJ	figure1-example-IRFs.R	Error in ggumProbability(rep(1, length(theta)), theta, 2, 0, c(0, -1)) :   could not find function 'ggumProbability'
doi:10.7910/DVN/UZILPJ	fix_directories.R	success
doi:10.7910/DVN/UZILPJ	npi-application.R	Error in install_github('duckmayr/gpirt@e4586a1', lib = temp_lib) :   could not find function 'install_github'
doi:10.7910/DVN/UZILPJ	plot_irf.R	success
doi:10.7910/DVN/UZILPJ	prepare-data.R	Error in as.response_matrix(responses, response_codes = vote_codes) :   could not find function 'as.response_matrix'
doi:10.7910/DVN/UZILPJ	supplementary-results.R	Error in install_github('duckmayr/gpirt@44a08da', lib = temp_lib, upgrade = FALSE) :   could not find function 'install_github'
doi:10.7910/DVN/O2BK85	bias_variance.R	Error in makeForkCluster(8) : could not find function 'makeForkCluster'
doi:10.7910/DVN/DCKXHT	PoznanskyScroggs_Sandwich.R	Error in read.dta('~/Dropbox/Interdependence--CompellentThreats/IO-ISQ/ISQ Note/Accepted Version/Datasets/lowdpnd_sandwich.dta') :   unable to open file: 'No such file or directory'
doi:10.7910/DVN/HKURUI	leaders_endogenous_primo.R	success
doi:10.7910/DVN/HKURUI	unknown	time limit exceeded
doi:10.7910/DVN/RNMB1Q	AnalyzeSims.R	Error in colnames(summary.out) : object 'summary.out' not found
doi:10.7910/DVN/RNMB1Q	BCH_LassoPlusOLS.R	success
doi:10.7910/DVN/RNMB1Q	RAnalysis-BechtelScheve.R	Error in violinplot(g, columns = c('Ideology: Conservative x WhoMonitors: Your government',  :   could not find function 'violinplot'
doi:10.7910/DVN/1B1MXY	austria_cleaning_plus.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/PQ7NZD	Vink et al_2019_replication_script_Figures.R	Error in read.xlsx('data_figure3.xlsx', sheet = 1) :   could not find function 'read.xlsx'
doi:10.7910/DVN/PQ7NZD	Vink_et_al_2019_dual_citizenship_dataset_preparation_R_script.R	Error in countrycode(dat$ISO3, 'iso3c', 'cowc') :   could not find function 'countrycode'
doi:10.7910/DVN/6QE7NN	CottrellLSQreplication.R	success
doi:10.7910/DVN/TUUYLQ	script1_direct.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/TUUYLQ	script2_dle.R	Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
doi:10.7910/DVN/CJBG5J	How negative sentiment - R script.R	Error in makeRestartList(...) : reached elapsed time limit
doi:10.7910/DVN/FRPRDP	20190624 replication code.R	Error in ddply(lts1_trader, ~associationID, summarise, count_apparel = sum(productaltcat_apparel),  :   could not find function 'ddply'
doi:10.7910/DVN/9SUPHG	3_AllFiguresR.R	Error in read.dta13('../../../Data/Main/Pooled_cleaned.dta') :   could not find function 'read.dta13'
doi:10.7910/DVN/9SUPHG	Fig1_bw.R	Error in plot.new() :   could not open file '../../../Output/Paper/Figures/Fig1a_bw.pdf'
doi:10.7910/DVN/9SUPHG	Fig2ab_bw.R	Error in `rownames<-`(`*tmp*`, value = '-') :   attempt to set 'rownames' on an object with no dimensions
doi:10.7910/DVN/9SUPHG	Fig4a_bw.R	Error in terms.formula(formula, data = data) :   '.' in formula and no 'data' argument
doi:10.7910/DVN/9SUPHG	Fig4b_bw.R	Error in terms.formula(formula, data = data) :   '.' in formula and no 'data' argument
doi:10.7910/DVN/9SUPHG	Fig6a_bw.R	Error in terms.formula(formula, data = data) :   '.' in formula and no 'data' argument
doi:10.7910/DVN/9SUPHG	Fig6b_bw.R	Error in terms.formula(formula, data = data) :   '.' in formula and no 'data' argument
doi:10.7910/DVN/9SUPHG	Fig7_bw.R	Error in findInterval(x = results_long$log_ratio, vec = log_ratio_q) :   'vec' must be sorted non-decreasingly and not contain NAs
doi:10.7910/DVN/9SUPHG	OA_Fig1a.R	Error in asinh(pooled$GScites) :   non-numeric argument to mathematical function
doi:10.7910/DVN/9SUPHG	OA_Fig2a2b2c.R	Error in `rownames<-`(`*tmp*`, value = '-') :   attempt to set 'rownames' on an object with no dimensions
doi:10.7910/DVN/9SUPHG	OA_Fig3a3b4a4b.R	Error in eval(predvars, data, env) : object 'asinh_cites' not found
doi:10.7910/DVN/9SUPHG	OA_Fig3c3d4c4d.R	Error in eval(predvars, data, env) : object 'asinh_cites' not found
doi:10.7910/DVN/9SUPHG	OA_Fig6.R	Error in terms.formula(formula, data = data) :   '.' in formula and no 'data' argument
doi:10.7910/DVN/9SUPHG	RunAllFigR.R	Error in plot.new() :   could not open file '../../../Output/Paper/Figures/Fig1a_bw.pdf'
doi:10.7910/DVN/9SUPHG	RunAllOA_FigR.R	Error in asinh(pooled$GScites) :   non-numeric argument to mathematical function
doi:10.7910/DVN/9SUPHG	required_packagesR.R	success
doi:10.7910/DVN/I6DUQY	Figures Replication.R	Error in grid.newpage() : could not find function 'grid.newpage'
doi:10.7910/DVN/4XQUKB	Appendix_Matching.R	Error in matchit(indirebel ~ indigov_dec + bruterebel_dec + brutegov_dec +  :   could not find function 'matchit'
doi:10.7910/DVN/4XQUKB	Table2_Figures1-3.R	success
doi:10.7910/DVN/3PBN6J	Replication_AR_2018_RSM_Sanghyun_Hong.R	time limit exceeded
