,doi,publicationDate,publisher,subject,type,name
205,doi:10.7910/DVN/UO5XSW,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
206,doi:10.7910/DVN/U6YTI5,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
207,doi:10.7910/DVN/DE8THR,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
208,doi:10.7910/DVN/N7XQMY,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
209,doi:10.7910/DVN/LNM0D9,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
210,doi:10.7910/DVN/5MUUMN,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
211,doi:10.7910/DVN/82CULX,2019,harvard,Mathematical Sciences;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
212,doi:10.7910/DVN/M7FYU8,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
213,doi:10.7910/DVN/ZLEFIB,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
214,doi:10.7910/DVN/LQNCBW,2016,harvard,Other,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
215,doi:10.7910/DVN/MCWFCS,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
216,doi:10.7910/DVN/WUBZNL,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
217,doi:10.7910/DVN/KYOABG,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
218,doi:10.7910/DVN/4IMZRQ,2019,harvard,Other,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
219,doi:10.7910/DVN/XWMSHO,2017,harvard,Mathematical Sciences;Medicine; Health and Life Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
220,doi:10.7910/DVN/5D6YPB,2018,harvard,Medicine; Health and Life Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
221,doi:10.7910/DVN/FYGHFO,2019,harvard,Medicine; Health and Life Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
222,doi:10.7910/DVN/I9GCXV,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
223,doi:10.7910/DVN/HXHL97,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
224,doi:10.7910/DVN/TONE1D,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
225,doi:10.7910/DVN/VZLM35,2019,harvard,Business and Management;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
226,doi:10.7910/DVN/POCRVT,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
227,doi:10.7910/DVN/FPMUUG,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
228,doi:10.7910/DVN/JGYOCZ,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
229,doi:10.7910/DVN/JLRL6P,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
230,doi:10.7910/DVN/SSEZKB,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
231,doi:10.7910/DVN/QYQNBJ,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
232,doi:10.7910/DVN/USIYOG,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
233,doi:10.7910/DVN/YUSU8X,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
234,doi:10.7910/DVN/KUNWOP,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
235,doi:10.7910/DVN/K7IKES,2017,harvard,Law;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
236,doi:10.7910/DVN/HDZEOP,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
237,doi:10.7910/DVN/HZTTY8,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
238,doi:10.7910/DVN/OU552V,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
239,doi:10.7910/DVN/IY9B1T,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
240,doi:10.7910/DVN/GFRHAK,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
241,doi:10.7910/DVN/ZVPP1H,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
242,doi:10.7910/DVN/ZQPWUJ,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
243,doi:10.7910/DVN/KBPZ5V,2019,harvard,Business and Management;Law;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
244,doi:10.7910/DVN/T9P4WG,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
245,doi:10.7910/DVN/N1NUST,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
246,doi:10.7910/DVN/UBRRHG,2019,harvard,Medicine; Health and Life Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
247,doi:10.7910/DVN/CBJELO,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
248,doi:10.7910/DVN/RQLGLH,2017,harvard,Earth and Environmental Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
249,doi:10.7910/DVN/ZJCMYZ,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
250,doi:10.7910/DVN/IKVXOM,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
251,doi:10.7910/DVN/ADRRNX,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
252,doi:10.7910/DVN/4GPTTD,2019,harvard,Medicine; Health and Life Sciences;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
253,doi:10.7910/DVN/KOKLPH,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
254,doi:10.7910/DVN/WJKQ1C,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
255,doi:10.7910/DVN/PYIFPF,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
256,doi:10.7910/DVN/NVRBC9,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
257,doi:10.7910/DVN/05BSPP,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
258,doi:10.7910/DVN/MYRDQC,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
259,doi:10.7910/DVN/GIYFMV,2016,harvard,Arts and Humanities;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
260,doi:10.7910/DVN/WY7PR8,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
261,doi:10.7910/DVN/MSV9AS,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
262,doi:10.7910/DVN/85KUC8,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
263,doi:10.7910/DVN/IFR1FC,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
264,doi:10.7910/DVN/HUEPQJ,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
265,doi:10.7910/DVN/JGGUZE,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
266,doi:10.7910/DVN/OEEF37,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
267,doi:10.7910/DVN/TALJOT,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
268,doi:10.7910/DVN/HMGNSP,2018,harvard,Earth and Environmental Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
269,doi:10.7910/DVN/AAI7VA,2019,harvard,Computer and Information Science;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
270,doi:10.7910/DVN/LZPEQT,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
271,doi:10.7910/DVN/LG3DWV,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
272,doi:10.7910/DVN/ZLFP3A,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
273,doi:10.7910/DVN/OJK8GC,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
274,doi:10.7910/DVN/KL0FDF,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
275,doi:10.7910/DVN/WHUEZA,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
276,doi:10.7910/DVN/1SBQCX,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
277,doi:10.7910/DVN/QYS2EZ,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
278,doi:10.7910/DVN/L4LWMP,2016,harvard,Mathematical Sciences;Medicine; Health and Life Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
279,doi:10.7910/DVN/PITOXP,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
280,doi:10.7910/DVN/0XYQR3,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
281,doi:10.7910/DVN/IGDKXP,2015,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
282,doi:10.7910/DVN/QJEV1J,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
283,doi:10.7910/DVN/MLTXHB,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
284,doi:10.7910/DVN/U7MANI,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
285,doi:10.7910/DVN/FHTQL5,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
286,doi:10.7910/DVN/PTKD7K,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
287,doi:10.7910/DVN/ZKNZRJ,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
288,doi:10.7910/DVN/RT5JTV,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
289,doi:10.7910/DVN/2VFWT2,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
290,doi:10.7910/DVN/LAMWDB,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
291,doi:10.7910/DVN/XZJRA2,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
292,doi:10.7910/DVN/4U6TQA,2015,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
293,doi:10.7910/DVN/4YANG7,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
294,doi:10.7910/DVN/X093TV,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
295,doi:10.7910/DVN/L7IT9L,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
296,doi:10.7910/DVN/RQZ3HJ,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
297,doi:10.7910/DVN/HHWL1K,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
298,doi:10.7910/DVN/TTKJJ9,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
299,doi:10.7910/DVN/OJESO0,2020,harvard,Earth and Environmental Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
300,doi:10.7910/DVN/NDJY0J,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
301,doi:10.7910/DVN/EPBPMJ,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
302,doi:10.7910/DVN/DBSEQC,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
303,doi:10.7910/DVN/XBFBBJ,2019,harvard,Earth and Environmental Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
304,doi:10.7910/DVN/QOEBOC,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
305,doi:10.7910/DVN/YZRJWD,2019,harvard,Computer and Information Science;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
306,doi:10.7910/DVN/VTF26G,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
307,doi:10.7910/DVN/GAASQW,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
308,doi:10.7910/DVN/YPBBA1,2017,harvard,Medicine; Health and Life Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
309,doi:10.7910/DVN/PL6RHK,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
310,doi:10.7910/DVN/KG3XNC,2019,harvard,Earth and Environmental Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
311,doi:10.7910/DVN/QRWFKX,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
312,doi:10.7910/DVN/8QLBSA,2015,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
313,doi:10.7910/DVN/434DSB,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
314,doi:10.7910/DVN/FYQWMS,2020,harvard,Earth and Environmental Sciences;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
315,doi:10.7910/DVN/IDJAWT,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
316,doi:10.7910/DVN/PLEZWE,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
317,doi:10.7910/DVN/VX6QVB,2019,harvard,Medicine; Health and Life Sciences;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
318,doi:10.7910/DVN/Q0OHLV,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
319,doi:10.7910/DVN/XNMFRU,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
320,doi:10.7910/DVN/JWTBUG,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
321,doi:10.7910/DVN/AJ7Q9B,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
322,doi:10.7910/DVN/AYYRE5,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
323,doi:10.7910/DVN/ERMN4H,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
324,doi:10.7910/DVN/TAXCB3,2015,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
325,doi:10.7910/DVN/QE6ERU,2019,harvard,Earth and Environmental Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
326,doi:10.7910/DVN/NPQF5G,2017,harvard,Law;Mathematical Sciences;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
327,doi:10.7910/DVN/P3HJGS,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
328,doi:10.7910/DVN/7MN7OD,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
329,doi:10.7910/DVN/DI5O9H,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
330,doi:10.7910/DVN/PJTOCG,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
331,doi:10.7910/DVN/NHKKE2,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
332,doi:10.7910/DVN/3DPSFR,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
333,doi:10.7910/DVN/Z1REHB,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
334,doi:10.7910/DVN/SCFL3L,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
335,doi:10.7910/DVN/YDGVJ4,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
336,doi:10.7910/DVN/RPHJBO,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
337,doi:10.7910/DVN/IKDTPZ,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
338,doi:10.7910/DVN/OABGY2,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
339,doi:10.7910/DVN/HJ10XP,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
340,doi:10.7910/DVN/O1DKBV,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
341,doi:10.7910/DVN/E0LSH2,2019,harvard,Arts and Humanities;Computer and Information Science;Law;Mathematical Sciences;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
342,doi:10.7910/DVN/C6QTF2,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
343,doi:10.7910/DVN/RWIHSL,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
344,doi:10.7910/DVN/LUOZJL,2019,harvard,Computer and Information Science;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
345,doi:10.7910/DVN/Q02JJQ,2019,harvard,Computer and Information Science;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
346,doi:10.7910/DVN/9M6EHS,2020,harvard,Agricultural Sciences;Earth and Environmental Sciences;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
347,doi:10.7910/DVN/BNAEDJ,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
348,doi:10.7910/DVN/PLXNE3,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
349,doi:10.7910/DVN/W2YELC,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
350,doi:10.7910/DVN/SLPNTI,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
351,doi:10.7910/DVN/YLW1AZ,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
352,doi:10.7910/DVN/BKN5EJ,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
353,doi:10.7910/DVN/INCJ3I,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
354,doi:10.7910/DVN/0FXKKX,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
355,doi:10.7910/DVN/B075NQ,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
356,doi:10.7910/DVN/ZBTIIK,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
357,doi:10.7910/DVN/NZJXDB,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
358,doi:10.7910/DVN/YIVU1L,2015,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
359,doi:10.7910/DVN/W2CXVU,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
360,doi:10.7910/DVN/JM0QLY,2020,harvard,Agricultural Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
361,doi:10.7910/DVN/ZQBVJ0,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
362,doi:10.7910/DVN/XZEI7M,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
363,doi:10.7910/DVN/WCTILJ,2020,harvard,Business and Management;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
364,doi:10.7910/DVN/SZODIL,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
365,doi:10.7910/DVN/KSSFDI,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
366,doi:10.7910/DVN/HNFYY0,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
367,doi:10.7910/DVN/RFRIEV,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
368,doi:10.7910/DVN/5DYMJL,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
369,doi:10.7910/DVN/WT4I9N,2015,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
370,doi:10.7910/DVN/C8AMXR,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
371,doi:10.7910/DVN/X5C2T4,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
372,doi:10.7910/DVN/XVCKRS,2020,harvard,Computer and Information Science;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
373,doi:10.7910/DVN/GZH5L9,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
374,doi:10.7910/DVN/F32IWX,2018,harvard,Law;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
375,doi:10.7910/DVN/LAUVGR,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
376,doi:10.7910/DVN/9Q5DFZ,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
377,doi:10.7910/DVN/1MGPNZ,2018,harvard,Computer and Information Science;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
378,doi:10.7910/DVN/RGK5E1,2018,harvard,Computer and Information Science;Medicine; Health and Life Sciences;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
379,doi:10.7910/DVN/CRLCQG,2020,harvard,Business and Management,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
380,doi:10.7910/DVN/OJVSY9,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
381,doi:10.7910/DVN/TOJ1UH,2019,harvard,Arts and Humanities;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
382,doi:10.7910/DVN/HVKKHL,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
383,doi:10.7910/DVN/9OP7YH,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
384,doi:10.7910/DVN/GYNPF8,2019,harvard,Earth and Environmental Sciences;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
385,doi:10.7910/DVN/2HSIZ1,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
386,doi:10.7910/DVN/JJJXLV,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
387,doi:10.7910/DVN/KVHEKR,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
388,doi:10.7910/DVN/MTBJ3S,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
389,doi:10.7910/DVN/1GHCOT,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
390,doi:10.7910/DVN/PHHZI7,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
391,doi:10.7910/DVN/ON3RET,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
392,doi:10.7910/DVN/N52H3M,2016,harvard,Law;Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
393,doi:10.7910/DVN/GOSVG6,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
394,doi:10.7910/DVN/VCFMBI,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
395,doi:10.7910/DVN/CL183T,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
396,doi:10.7910/DVN/4YU9LJ,2020,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
397,doi:10.7910/DVN/BM8N4C,2017,harvard,Earth and Environmental Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
398,doi:10.7910/DVN/FV8QQ9,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
399,doi:10.7910/DVN/ZQSBNA,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
400,doi:10.7910/DVN/XMLDSI,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
401,doi:10.7910/DVN/P7Z8FH,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
402,doi:10.7910/DVN/S39TAI,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
403,doi:10.7910/DVN/TYD3EC,2016,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
404,doi:10.7910/DVN/EEARKA,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
405,doi:10.7910/DVN/TG2AOT,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
406,doi:10.7910/DVN/TEFCBL,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
407,doi:10.7910/DVN/6AL5YC,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
408,doi:10.7910/DVN/4KLEOU,2019,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
409,doi:10.7910/DVN/FZKUGL,2018,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
410,doi:10.7910/DVN/UNIGJT,2017,harvard,Social Sciences,ORGANIZATIONS_INSTITUTIONS,Harvard Dataverse
